"","x"
"8424","Y111B2A.13"
"8425","Y111B2A.15"
"8426","Y111B2A.16"
"8427","Y111B2A.17"
"8428","Y111B2A.19"
"8429","Y111B2A.20"
"8430","ZC482.1"
"8431","Y37D8A.1"
"8432","Y37D8A.25"
"8433","Y37D8A.4"
"8434","Y37D8A.10"
"8435","Y37D8A.13"
"8436","Y37D8A.14"
"8437","Y37D8A.17"
"8438","Y37D8A.18"
"8439","Y37D8A.21"
"8440","Y37D8A.22"
"8441","Y37D8A.23"
"8442","Y39E4A.2"
"8443","Y39E4A.3"
"8444","ZK1010.2"
"8445","ZK1010.1"
"8446","ZK1010.3"
"8447","ZK1010.9"
"8448","F14F7.1"
"8449","F14F7.2"
"8450","F14F7.3"
"8451","Y39E4B.7"
"8452","Y39E4B.8"
"8453","Y39E4B.1"
"8454","Y39E4B.12"
"8455","Y43F4A.1"
"8456","F56A8.3"
"8457","F56A8.7"
"8458","Y43F4B.4"
"8459","Y43F4B.5"
"8460","Y43F4B.7"
"8461","Y43F4B.10"
"8462","Y43F4B.9"
"8463","F53A2.4"
"8464","F53A2.5"
"8465","F53A2.7"
"8466","F53A2.8"
"8467","T03F6.5"
"8468","T03F6.3"
"8469","T03F6.2"
"8470","T03F6.1"
"8471","F11F1.1"
"8472","F45G2.3"
"8473","F45G2.4"
"8474","F45G2.6"
"8475","F45G2.8"
"8476","F45G2.9"
"8477","F45G2.10"
"8478","Y76A2A.2"
"8479","T27E9.7"
"8480","T27E9.2"
"8481","T27E9.1"
"8482","T27E9.3"
"8483","T27E9.4"
"8484","T27E9.9"
"8485","T28A8.7"
"8486","Y76A2B.1"
"8487","Y76A2B.3"
"8488","Y76A2B.5"
"8489","Y76A2B.6"
"8490","T05D4.1"
"8491","T12D8.8"
"8492","T12D8.6"
"8493","T12D8.7"
"8494","T12D8.4"
"8495","T12D8.10"
"8496","T12D8.1"
"8497","ZK520.3"
"8498","ZK520.4"
"8499","W06F12.1"
"8500","K08E3.10"
"8501","K08E3.3"
"8502","K08E3.4"
"8503","K08E3.5"
"8504","K08E3.7"
"8505","K08E3.8"
"8506","Y38C1AB.4"
"8507","Y38C1AB.8"
"8508","B0545.4"
"8509","F29C4.6"
"8510","F29C4.7"
"8511","F29C4.1"
"8512","Y38C1AA.3"
"8513","Y38C1AA.2"
"8514","Y38C1AA.1"
"8515","Y38C1AA.11"
"8516","R02D3.3"
"8517","R02D3.4"
"8518","R02D3.5"
"8519","R02D3.2"
"8520","R02D3.1"
"8521","T21D12.3"
"8522","T21D12.4"
"8523","K02D7.1"
"8524","K02D7.5"
"8525","K02D7.2"
"8526","K02D7.4"
"8527","Y66H1B.2"
"8528","Y66H1B.4"
"8529","T07A9.1"
"8530","T07A9.11"
"8531","T07A9.2"
"8532","T07A9.10"
"8533","T07A9.9"
"8534","T07A9.8"
"8535","Y66H1A.4"
"8536","Y66H1A.6"
"8537","Y66H1A.3"
"8538","Y66H1A.2"
"8539","W03G1.7"
"8540","F56A11.3"
"8541","F56A11.1"
"8542","F56A11.6"
"8543","C18H7.2"
"8544","K11H12.1"
"8545","K11H12.2"
"8546","K11H12.8"
"8547","F41A4.1"
"8548","Y55F3C.7"
"8549","F56B3.8"
"8550","F56B3.7"
"8551","F56B3.4"
"8552","F56B3.12"
"8553","F56B3.11"
"8554","Y55F3BL.1"
"8555","Y55F3BR.6"
"8556","Y55F3BR.8"
"8557","Y55F3BR.1"
"8558","F58H7.3"
"8559","Y55F3AL.1"
"8560","Y55F3AM.6"
"8561","Y55F3AM.8"
"8562","Y55F3AM.4"
"8563","Y55F3AM.3"
"8564","Y55F3AM.12"
"8565","Y55F3AM.1"
"8566","Y55F3AM.15"
"8567","Y55F3AR.3"
"8568","Y55F3AR.2"
"8569","Y55F3AR.1"
"8570","C44B12.2"
"8571","Y104H12D.1"
"8572","Y104H12D.3"
"8573","F38A1.8"
"8574","Y104H12BR.1"
"8575","F53H1.1"
"8576","F53H1.3"
"8577","F58F6.4"
"8578","Y104H12A.1"
"8579","Y77E11A.6"
"8580","Y77E11A.4"
"8581","Y77E11A.2"
"8582","Y77E11A.13"
"8583","Y41D4B.19"
"8584","Y41D4B.13"
"8585","Y41D4B.12"
"8586","Y41D4B.11"
"8587","Y41D4B.5"
"8588","K08D12.1"
"8589","K08D12.3"
"8590","Y41D4A.6"
"8591","Y41D4A.4"
"8592","Y38C1BA.2"
"8593","K07A9.2"
"8594","F55A8.2"
"8595","F55A8.1"
"8596","F52C12.5"
"8597","F52C12.4"
"8598","F52C12.2"
"8599","F52C12.6"
"8600","F52C12.1"
"8601","Y48A5A.2"
"8602","Y48A5A.1"
"8603","Y76B12C.3"
"8604","Y76B12C.6"
"8605","Y76B12C.2"
"8606","Y76B12C.7"
"8607","R05C11.3"
"8608","C54E4.2"
"8609","C54E4.5"
"8610","Y71G10AR.4"
"8611","Y71G10AR.1"
"8612","T04C4.1"
"8613","Y38F2AL.2"
"8614","Y38F2AL.3"
"8615","Y38F2AL.4"
"8616","Y38F2AL.5"
"8617","Y38F2AR.7"
"8618","Y38F2AR.5"
"8619","Y38F2AR.3"
"8620","Y38F2AR.9"
"8621","Y38F2AR.2"
"8622","Y69A2AL.2"
"8623","Y69A2AR.21"
"8624","Y69A2AR.18"
"8625","Y69A2AR.15"
"8626","Y69A2AR.7"
"8627","Y69A2AR.5"
"8628","Y69A2AR.4"
"8629","Y69A2AR.29"
"8630","Y69A2AR.30"
"8631","Y69A2AR.2"
"8632","Y94H6A.5"
"8633","Y94H6A.6"
"8634","Y94H6A.12"
"8635","Y94H6A.7"
"8636","Y94H6A.8"
"8637","Y94H6A.9"
"8638","Y54G2A.12"
"8639","Y54G2A.2"
"8640","Y54G2A.17"
"8641","Y54G2A.18"
"8642","Y54G2A.31"
"8643","Y54G2A.23"
"8644","Y54G2A.25"
"8645","Y67D8C.5"
"8646","Y67D8C.9"
"8647","Y67D8C.10"
"8648","M4.2"
"8649","M4.1"
"8650","Y67D8A.2"
"8651","T26C12.3"
"8652","W08E12.7"
"8653","F42A6.4"
"8654","F42A6.6"
"8655","F42A6.7"
"8656","B0546.2"
"8657","B0546.3"
"8658","B0546.4"
"8659","B0546.1"
"8660","C04C3.5"
"8661","C04C3.3"
"8662","C04C3.2"
"8663","C09G12.1"
"8664","C09G12.8"
"8665","C09G12.9"
"8666","Y37E11C.1"
"8667","M57.2"
"8668","B0212.4"
"8669","B0212.5"
"8670","Y37E11B.3"
"8671","Y37E11B.4"
"8672","Y37E11B.5"
"8673","ZC416.6"
"8674","CC8.2"
"8675","Y37E11AL.7"
"8676","Y37E11AL.8"
"8677","Y37E11AM.1"
"8678","Y37E11AR.2"
"8679","Y37E11AR.5"
"8680","Y37E11AR.6"
"8681","W07G9.2"
"8682","M02B7.3"
"8683","M02B7.4"
"8684","M02B7.6"
"8685","F28F9.1"
"8686","W02C12.1"
"8687","F35F11.1"
"8688","W03D2.4"
"8689","C35B1.1"
"8690","K08D10.4"
"8691","K08D10.3"
"8692","K08D10.2"
"8693","K08D10.12"
"8694","K06B9.2"
"8695","K06B9.1"
"8696","K06B9.5"
"8697","F30B5.7"
"8698","F36A4.7"
"8699","F15E6.6"
"8700","F15E6.1"
"8701","W03B1.4"
"8702","F55F10.1"
"8703","Y24D9A.8"
"8704","Y24D9A.4"
"8705","Y24D9A.1"
"8706","R08C7.10"
"8707","R08C7.3"
"8708","R08C7.2"
"8709","ZK180.1"
"8710","ZK180.3"
"8711","ZK180.4"
"8712","ZK185.2"
"8713","F28E10.5"
"8714","F19C7.2"
"8715","F19C7.4"
"8716","F19C7.8"
"8717","F29B9.6"
"8718","F29B9.4"
"8719","F29B9.10"
"8720","F29B9.1"
"8721","T22B11.3"
"8722","T22B11.5"
"8723","K08F11.3"
"8724","K08F11.4"
"8725","K08F11.5"
"8726","E04A4.5"
"8727","E04A4.7"
"8728","E04A4.8"
"8729","Y17G9B.5"
"8730","Y17G9B.8"
"8731","R11E3.6"
"8732","H06H21.6"
"8733","H06H21.3"
"8734","H06H21.10"
"8735","T08B6.1"
"8736","T08B6.5"
"8737","Y9C9A.16"
"8738","T28H11.5"
"8739","T28H11.1"
"8740","C02B10.1"
"8741","AC7.1"
"8742","AC7.2"
"8743","C24D10.6"
"8744","W03F8.5"
"8745","W03F8.3"
"8746","W03F8.1"
"8747","Y4C6B.5"
"8748","Y4C6B.2"
"8749","Y4C6B.6"
"8750","F41H10.4"
"8751","F41H10.11"
"8752","ZK616.6"
"8753","ZK616.3"
"8754","ZK616.2"
"8755","ZK616.10"
"8756","B0273.3"
"8757","B0273.2"
"8758","B0273.4"
"8759","F35D6.1"
"8760","T12E12.4"
"8761","T12E12.1"
"8762","T12E12.6"
"8763","F26D12.1"
"8764","B0547.1"
"8765","T19E7.3"
"8766","H35B03.2"
"8767","C45E5.1"
"8768","C10G6.1"
"8769","C06E7.3"
"8770","C06E7.1"
"8771","H32C10.3"
"8772","K02B2.3"
"8773","K02B2.1"
"8774","K02B2.4"
"8775","K02B2.5"
"8776","C46G7.1"
"8777","H16O14.1"
"8778","K08B4.3"
"8779","K08B4.4"
"8780","K08B4.1"
"8781","C11D2.7"
"8782","C11D2.4"
"8783","C11D2.6"
"8784","C49A9.10"
"8785","C49A9.8"
"8786","F58F9.7"
"8787","F58F9.1"
"8788","T13A10.11"
"8789","Y73B6BL.9"
"8790","Y73B6BL.6"
"8791","Y73B6BL.32"
"8792","Y73B6BL.30"
"8793","Y73B6BL.18"
"8794","Y73B6BL.3"
"8795","Y73B6BL.38"
"8796","Y73B6BL.31"
"8797","Y73B6BL.26"
"8798","C01G5.6"
"8799","C01G5.2"
"8800","C43G2.1"
"8801","C43G2.5"
"8802","C43G2.2"
"8803","F38A5.1"
"8804","F38A5.2"
"8805","F15B10.1"
"8806","C01B10.3"
"8807","C01B10.8"
"8808","Y73B6A.5"
"8809","C17H12.1"
"8810","C17H12.2"
"8811","C17H12.14"
"8812","C17H12.9"
"8813","C05B10.1"
"8814","T05A12.2"
"8815","T05A12.4"
"8816","T22D1.9"
"8817","T22D1.4"
"8818","T22D1.10"
"8819","T22D1.12"
"8820","B0478.1"
"8821","C25A8.4"
"8822","C06G3.8"
"8823","C06G3.9"
"8824","C06G3.10"
"8825","C06G3.11"
"8826","Y43B11AR.3"
"8827","Y43B11AR.4"
"8828","ZC477.9"
"8829","ZC477.1"
"8830","C34D4.12"
"8831","C34D4.14"
"8832","C34D4.4"
"8833","C42D4.8"
"8834","C42D4.6"
"8835","D2024.6"
"8836","D2024.3"
"8837","D2024.2"
"8838","F42C5.8"
"8839","Y40C5A.2"
"8840","Y40C5A.3"
"8841","T12B3.3"
"8842","T12B3.4"
"8843","C48A7.2"
"8844","C48A7.1"
"8845","B0496.8"
"8846","F55G1.8"
"8847","F55G1.5"
"8848","F55G1.9"
"8849","F55G1.4"
"8850","F55G1.10"
"8851","R05G6.7"
"8852","R05G6.5"
"8853","R05G6.4"
"8854","F49E8.3"
"8855","F49E8.4"
"8856","F49E8.5"
"8857","F49E8.1"
"8858","F32E10.4"
"8859","F32E10.1"
"8860","F45E4.3"
"8861","F45E4.2"
"8862","F45E4.7"
"8863","F45E4.9"
"8864","C08G9.2"
"8865","F33D4.2"
"8866","F33D4.4"
"8867","F33D4.5"
"8868","F33D4.7"
"8869","F33D4.8"
"8870","F33D4.1"
"8871","C50F7.6"
"8872","C50F7.4"
"8873","C50F7.1"
"8874","C46A5.4"
"8875","C46A5.1"
"8876","C33H5.7"
"8877","C33H5.6"
"8878","C33H5.8"
"8879","C33H5.9"
"8880","C33H5.19"
"8881","C33H5.10"
"8882","C33H5.12"
"8883","C33H5.18"
"8884","C33H5.17"
"8885","C06A6.4"
"8886","C06A6.3"
"8887","C06A6.5"
"8888","C55F2.1"
"8889","C49H3.8"
"8890","C49H3.5"
"8891","C49H3.11"
"8892","F20D12.4"
"8893","F20D12.2"
"8894","F20D12.6"
"8895","F57H12.4"
"8896","F57H12.1"
"8897","F57H12.7"
"8898","C26B2.6"
"8899","C26B2.1"
"8900","C18F3.2"
"8901","Y42H9AR.3"
"8902","Y42H9AR.1"
"8903","F42G8.7"
"8904","F42G8.12"
"8905","F42G8.3"
"8906","B0218.3"
"8907","C07G1.5"
"8908","C07G1.1"
"8909","T09A12.3"
"8910","T09A12.2"
"8911","T09A12.5"
"8912","K07H8.6"
"8913","K07H8.10"
"8914","K07H8.2"
"8915","K07H8.1"
"8916","F35H10.7"
"8917","F35H10.6"
"8918","F35H10.4"
"8919","F17E9.13"
"8920","F17E9.8"
"8921","F17E9.7"
"8922","D2096.4"
"8923","D2096.8"
"8924","D2096.2"
"8925","D2096.1"
"8926","T26A8.2"
"8927","T26A8.4"
"8928","T01B11.2"
"8929","T01B11.4"
"8930","C28C12.9"
"8931","C09G4.5"
"8932","C09G4.3"
"8933","C09G4.2"
"8934","C09G4.1"
"8935","Y59H11AL.1"
"8936","Y59H11AR.2"
"8937","Y59H11AR.4"
"8938","F42A9.2"
"8939","F08B4.5"
"8940","F08B4.7"
"8941","F08B4.1"
"8942","H23L24.5"
"8943","F21D5.1"
"8944","F21D5.2"
"8945","F21D5.3"
"8946","F21D5.5"
"8947","F21D5.8"
"8948","F21D5.6"
"8949","F21D5.7"
"8950","F20C5.1"
"8951","F20C5.4"
"8952","F20C5.5"
"8953","C33D9.6"
"8954","T28C6.7"
"8955","C09G9.1"
"8956","C09G9.2"
"8957","C09G9.4"
"8958","C27B7.1"
"8959","C27B7.2"
"8960","C27B7.4"
"8961","C27B7.7"
"8962","C27B7.8"
"8963","D1046.1"
"8964","D1046.3"
"8965","C53B4.4"
"8966","C53B4.6"
"8967","C53B4.7"
"8968","C53D6.3"
"8969","C53D6.6"
"8970","ZC410.3"
"8971","C01F6.8"
"8972","C01F6.9"
"8973","F23B2.4"
"8974","F23B2.5"
"8975","F23B2.11"
"8976","F23B2.12"
"8977","Y11D7A.3"
"8978","F49C12.8"
"8979","F49C12.12"
"8980","F49C12.13"
"8981","T20D3.7"
"8982","T20D3.8"
"8983","T20D3.11"
"8984","C10C5.3"
"8985","C10C5.4"
"8986","C10C5.5"
"8987","C10C5.6"
"8988","F59B8.1"
"8989","F59B8.2"
"8990","F38E11.3"
"8991","F38E11.4"
"8992","F38E11.5"
"8993","C33A12.6"
"8994","C33A12.7"
"8995","C33A12.1"
"8996","F56H11.1"
"8997","F27C8.1"
"8998","W09C2.3"
"8999","F58G6.1"
"9000","F58G6.4"
"9001","ZK1251.9"
"9002","K01H12.1"
"9003","K01H12.2"
"9004","C28D4.2"
"9005","C28D4.3"
"9006","T13F2.2"
"9007","W08D2.5"
"9008","W08D2.7"
"9009","K07F5.11"
"9010","K07F5.13"
"9011","K07F5.14"
"9012","K07F5.16"
"9013","F32B6.3"
"9014","F32B6.2"
"9015","F32B6.8"
"9016","F25H8.5"
"9017","F25H8.2"
"9018","C47E12.8"
"9019","C47E12.7"
"9020","C47E12.4"
"9021","C47E12.2"
"9022","C47E12.1"
"9023","F44D12.1"
"9024","F44D12.9"
"9025","F44D12.4"
"9026","T04B2.6"
"9027","W01B6.1"
"9028","W01B6.3"
"9029","C04G2.6"
"9030","C04G2.7"
"9031","C04G2.8"
"9032","K08F4.1"
"9033","K08F4.2"
"9034","K08F4.3"
"9035","K08F4.9"
"9036","T14G10.6"
"9037","T14G10.5"
"9038","T14G10.1"
"9039","T14G10.2"
"9040","K04D7.2"
"9041","K04D7.3"
"9042","C24F3.4"
"9043","C24F3.1"
"9044","C24F3.2"
"9045","F01G10.7"
"9046","F01G10.1"
"9047","R09E10.5"
"9048","R09E10.4"
"9049","R09E10.3"
"9050","K11E8.1"
"9051","Y43C5B.3"
"9052","R11A8.2"
"9053","R11A8.3"
"9054","R11A8.4"
"9055","R11A8.5"
"9056","R11A8.6"
"9057","R11A8.7"
"9058","R10H10.1"
"9059","R10H10.6"
"9060","F13B12.1"
"9061","F01D4.6"
"9062","F01D4.1"
"9063","F01D4.2"
"9064","C02F4.1"
"9065","C02F4.2"
"9066","T07G12.1"
"9067","T07G12.3"
"9068","C43F9.8"
"9069","C43F9.6"
"9070","R09H10.3"
"9071","K08C7.3"
"9072","R102.4"
"9073","R102.5"
"9074","ZC168.1"
"9075","ZC168.3"
"9076","ZC168.4"
"9077","T25B9.1"
"9078","T25B9.7"
"9079","T25B9.9"
"9080","T25B9.10"
"9081","C06G8.1"
"9082","C06G8.2"
"9083","C06G8.3"
"9084","R13.4"
"9085","T11G6.1"
"9086","T11G6.8"
"9087","F13E9.13"
"9088","ZK593.4"
"9089","ZK593.5"
"9090","ZK593.7"
"9091","Y69E1A.5"
"9092","Y43E12A.1"
"9093","F13H10.4"
"9094","F36H1.6"
"9095","F36H1.1"
"9096","F36H1.2"
"9097","M7.5"
"9098","M7.1"
"9099","M7.3"
"9100","T05E11.6"
"9101","T05E11.1"
"9102","T05E11.3"
"9103","T05E11.4"
"9104","F01G4.1"
"9105","F01G4.2"
"9106","F01G4.3"
"9107","F01G4.5"
"9108","F01G4.6"
"9109","C08F8.2"
"9110","C08F8.1"
"9111","C08F8.4"
"9112","C08F8.8"
"9113","R07H5.2"
"9114","R07H5.1"
"9115","R07H5.3"
"9116","R07H5.8"
"9117","C05C12.3"
"9118","F54D1.5"
"9119","F54D1.6"
"9120","B0035.16"
"9121","B0035.1"
"9122","B0035.2"
"9123","B0035.4"
"9124","B0035.7"
"9125","B0035.11"
"9126","B0035.12"
"9127","F54E12.2"
"9128","F54E12.5"
"9129","T01G1.1"
"9130","T01G1.4"
"9131","T01G1.3"
"9132","H02I12.7"
"9133","F22B3.4"
"9134","C10C6.1"
"9135","C10C6.5"
"9136","C10C6.6"
"9137","H21P03.2"
"9138","M04B2.4"
"9139","M04B2.3"
"9140","M04B2.1"
"9141","F12F6.7"
"9142","F12F6.6"
"9143","F12F6.3"
"9144","F40F11.1"
"9145","Y24F12A.2"
"9146","F58B3.4"
"9147","F58B3.5"
"9148","F58B3.6"
"9149","F58B3.7"
"9150","ZK809.7"
"9151","ZK809.2"
"9152","ZK809.3"
"9153","ZK809.4"
"9154","ZK792.1"
"9155","ZK809.9"
"9156","ZK792.8"
"9157","ZK792.2"
"9158","ZK792.3"
"9159","ZK792.5"
"9160","ZK792.6"
"9161","ZK792.7"
"9162","K01A6.2"
"9163","K01A6.6"
"9164","M117.2"
"9165","M117.3"
"9166","F38H4.4"
"9167","F38H4.8"
"9168","F38H4.9"
"9169","C29E6.2"
"9170","C29E6.4"
"9171","C29E6.1"
"9172","VZK822L.1"
"9173","ZK822.3"
"9174","ZK822.5"
"9175","ZK829.2"
"9176","ZK829.4"
"9177","ZK829.6"
"9178","ZK829.7"
"9179","T12G3.5"
"9180","T12G3.4"
"9181","T12G3.8"
"9182","K08E4.1"
"9183","K08E4.2"
"9184","K08E4.6"
"9185","F11A10.2"
"9186","F11A10.7"
"9187","F11A10.6"
"9188","F11A10.3"
"9189","F11A10.8"
"9190","F11A10.5"
"9191","F11A10.4"
"9192","M18.3"
"9193","M18.5"
"9194","M18.6"
"9195","M18.8"
"9196","B0001.4"
"9197","F20B10.1"
"9198","F35G2.1"
"9199","F35G2.4"
"9200","Y39C12A.8"
"9201","C42C1.2"
"9202","C42C1.14"
"9203","C42C1.4"
"9204","C42C1.5"
"9205","C42C1.11"
"9206","F19B6.2"
"9207","ZC518.2"
"9208","ZC518.3"
"9209","F28D1.1"
"9210","F28D1.7"
"9211","F28D1.11"
"9212","F28D1.9"
"9213","F28D1.10"
"9214","C25G4.2"
"9215","C25G4.10"
"9216","T04A11.3"
"9217","T04A11.6"
"9218","F53B2.5"
"9219","F53B2.6"
"9220","ZK795.1"
"9221","ZK795.3"
"9222","K08E7.1"
"9223","K08E7.2"
"9224","K08E7.5"
"9225","K08E7.8"
"9226","K08E7.7"
"9227","Y55D9A.2"
"9228","Y55D9A.1"
"9229","C01C7.1"
"9230","C26H9A.1"
"9231","C26H9A.2"
"9232","T23B5.4"
"9233","T23F6.4"
"9234","C36H8.2"
"9235","ZK897.1"
"9236","M02B1.1"
"9237","ZK896.9"
"9238","F49E11.1"
"9239","F49E11.3"
"9240","C39E9.10"
"9241","C39E9.11"
"9242","C39E9.13"
"9243","C39E9.14"
"9244","B0564.1"
"9245","B0564.7"
"9246","B0564.2"
"9247","B0564.10"
"9248","F09E8.2"
"9249","F09E8.7"
"9250","C48D1.3"
"9251","JC8.2"
"9252","JC8.13"
"9253","JC8.3"
"9254","JC8.6"
"9255","JC8.4"
"9256","JC8.5"
"9257","JC8.7"
"9258","JC8.10"
"9259","Y67H2A.1"
"9260","Y67H2A.10"
"9261","Y67H2A.6"
"9262","Y67H2A.7"
"9263","Y62E10A.5"
"9264","Y62E10A.1"
"9265","Y62E10A.2"
"9266","Y62E10A.6"
"9267","Y62E10A.8"
"9268","Y62E10A.10"
"9269","Y62E10A.9"
"9270","Y62E10A.11"
"9271","Y62E10A.12"
"9272","Y62E10A.13"
"9273","Y62E10A.16"
"9274","Y62E10A.17"
"9275","K09B11.1"
"9276","K09B11.2"
"9277","K09B11.9"
"9278","Y38H8A.5"
"9279","Y38H8A.4"
"9280","Y45F10A.6"
"9281","Y45F10A.4"
"9282","Y45F10A.3"
"9283","F52G2.1"
"9284","Y45F10A.2"
"9285","Y45F10B.10"
"9286","C08F11.8"
"9287","C47A4.1"
"9288","C47A4.2"
"9289","Y45F10D.12"
"9290","Y45F10D.3"
"9291","Y45F10D.4"
"9292","Y45F10D.7"
"9293","H08M01.2"
"9294","B0513.5"
"9295","B0513.3"
"9296","B0513.2"
"9297","Y37A1A.2"
"9298","Y37A1B.13"
"9299","Y37A1B.12"
"9300","Y37A1B.5"
"9301","Y37A1B.2"
"9302","F52B11.1"
"9303","F52B11.2"
"9304","F52B11.3"
"9305","F52B11.4"
"9306","Y37A1C.1"
"9307","R05A10.7"
"9308","F02H6.5"
"9309","Y67A10A.8"
"9310","F55B11.1"
"9311","LLC1.3"
"9312","Y57G11A.1"
"9313","Y57G11A.5"
"9314","Y57G11C.33"
"9315","Y57G11C.37"
"9316","Y57G11C.2"
"9317","Y57G11C.49"
"9318","Y57G11C.4"
"9319","Y57G11C.34"
"9320","Y57G11C.3"
"9321","Y57G11C.43"
"9322","Y57G11C.9"
"9323","Y57G11C.10"
"9324","Y57G11C.11"
"9325","Y57G11C.12"
"9326","Y57G11C.13"
"9327","Y57G11C.15"
"9328","Y57G11C.16"
"9329","Y57G11C.17"
"9330","Y57G11C.22"
"9331","Y57G11C.21"
"9332","Y57G11C.24"
"9333","Y57G11C.47"
"9334","Y41E3.1"
"9335","Y41E3.4"
"9336","Y41E3.7"
"9337","Y41E3.9"
"9338","Y41E3.8"
"9339","Y41E3.10"
"9340","Y41E3.11"
"9341","Y40H7A.10"
"9342","Y73F8A.2"
"9343","Y73F8A.24"
"9344","Y73F8A.27"
"9345","Y73F8A.30"
"9346","Y73F8A.35"
"9347","Y105C5A.23"
"9348","Y105C5B.3"
"9349","Y105C5B.9"
"9350","Y105C5B.13"
"9351","Y105C5B.15"
"9352","Y105C5B.16"
"9353","Y105C5B.21"
"9354","Y105C5B.29"
"9355","Y7A9A.1"
"9356","H25K10.1"
"9357","F38C2.2"
"9358","F38C2.8"
"9359","K03D3.10"
"9360","Y10G11A.1"
"9361","Y51H4A.3"
"9362","Y51H4A.4"
"9363","Y51H4A.12"
"9364","Y51H4A.15"
"9365","Y51H4A.17"
"9366","Y43D4A.5"
"9367","Y43D4A.6"
"9368","Y116A8A.9"
"9369","T06A10.1"
"9370","T06A10.3"
"9371","Y116A8C.4"
"9372","Y116A8C.5"
"9373","Y116A8C.10"
"9374","Y116A8C.9"
"9375","Y116A8C.12"
"9376","Y116A8C.14"
"9377","Y116A8C.16"
"9378","Y116A8C.22"
"9379","Y116A8C.42"
"9380","Y116A8C.27"
"9381","Y116A8C.28"
"9382","Y116A8C.32"
"9383","Y116A8C.34"
"9384","C52D10.8"
"9385","C52D10.7"
"9386","C52D10.9"
"9387","C52D10.6"
"9388","C52D10.12"
"9389","ZK550.1"
"9390","ZK550.2"
"9391","ZK550.3"
"9392","ZK550.4"
"9393","F26D10.9"
"9394","F26D10.10"
"9395","F26D10.3"
"9396","T28F3.3"
"9397","T28F3.5"
"9398","C49C3.1"
"9399","C30H6.6"
"9400","T02D1.5"
"9401","C06A12.3"
"9402","F11E6.1"
"9403","4R79.2"
"9404","F56E10.2"
"9405","F56E10.4"
"9406","Y38C9A.2"
"9407","W03F9.1"
"9408","W03F9.10"
"9409","W03F9.5"
"9410","Y108G3AL.3"
"9411","Y108G3AL.1"
"9412","Y108G3AL.7"
"9413","DC2.5"
"9414","DC2.7"
"9415","R02C2.1"
"9416","R02C2.6"
"9417","R02C2.2"
"9418","F33E11.3"
"9419","F33E11.6"
"9420","Y39D8C.1"
"9421","T22H9.2"
"9422","T22H9.1"
"9423","ZK6.8"
"9424","ZK6.7"
"9425","ZK6.6"
"9426","Y39D8A.1"
"9427","B0554.5"
"9428","B0554.7"
"9429","R11G11.14"
"9430","K06H6.3"
"9431","F48G7.9"
"9432","F48G7.10"
"9433","F31F4.7"
"9434","Y49C4A.8"
"9435","C05E4.3"
"9436","C05E4.1"
"9437","R09E12.3"
"9438","T02B11.7"
"9439","H24K24.4"
"9440","H24K24.3"
"9441","Y50D4C.2"
"9442","Y50D4C.3"
"9443","Y50D4C.4"
"9444","Y50D4C.1"
"9445","C02E11.1"
"9446","K10C9.3"
"9447","Y50D4B.2"
"9448","T21H3.4"
"9449","Y50D4A.4"
"9450","C39F7.2"
"9451","C39F7.4"
"9452","C39F7.5"
"9453","F16B3.1"
"9454","Y75B7AL.3"
"9455","R09B5.11"
"9456","R09B5.12"
"9457","F53E2.1"
"9458","C38C3.5"
"9459","F52F10.2"
"9460","F16B4.8"
"9461","F16B4.6"
"9462","K04F1.15"
"9463","K04F1.1"
"9464","Y46H3C.4"
"9465","ZK697.8"
"9466","ZK697.14"
"9467","F36H9.3"
"9468","F36H9.4"
"9469","Y46H3A.3"
"9470","Y46H3A.2"
"9471","Y46H3A.6"
"9472","Y46H3A.7"
"9473","T10B5.3"
"9474","T10B5.5"
"9475","Y32G9A.6"
"9476","Y32G9A.4"
"9477","T08B1.6"
"9478","T08B1.2"
"9479","T08B1.3"
"9480","F59A7.9"
"9481","F59A7.8"
"9482","F59A7.7"
"9483","F59A7.4"
"9484","Y40B10A.1"
"9485","Y40B10A.9"
"9486","F22F7.5"
"9487","F22F7.2"
"9488","F22F7.1"
"9489","F22F7.7"
"9490","F44C8.7"
"9491","Y19D10A.12"
"9492","Y19D10A.16"
"9493","F56A4.1"
"9494","C01B4.9"
"9495","C01B4.6"
"9496","Y45G12C.1"
"9497","F53E10.6"
"9498","F53E10.2"
"9499","W02G9.5"
"9500","W02G9.3"
"9501","Y45G12B.3"
"9502","Y45G12B.2"
"9503","Y45G12B.1"
"9504","T03D3.1"
"9505","F37B4.7"
"9506","F59D6.7"
"9507","F02C9.3"
"9508","F35F10.11"
"9509","F35F10.12"
"9510","C04E12.7"
"9511","C04E12.11"
"9512","C04E12.12"
"9513","T20D4.6"
"9514","F27E11.2"
"9515","F27E11.1"
"9516","T22F3.3"
"9517","T22F3.4"
"9518","T22F3.12"
"9519","F59B1.9"
"9520","W08A12.1"
"9521","T27C4.4"
"9522","Y39H10A.3"
"9523","Y39H10A.6"
"9524","Y39H10A.7"
"9525","R08E5.2"
"9526","R08F11.1"
"9527","R08F11.7"
"9528","H10D18.5"
"9529","H10D18.6"
"9530","F47C10.6"
"9531","B0213.3"
"9532","C49G7.11"
"9533","D1065.1"
"9534","T05B4.1"
"9535","Y45G5AL.2"
"9536","Y45G5AM.2"
"9537","Y45G5AM.1"
"9538","H43I07.3"
"9539","H43I07.2"
