"","x"
"2224","FBgn0035335"
"2225","FBgn0035336"
"2226","FBgn0035347"
"2227","FBgn0035348"
"2228","FBgn0010905"
"2229","FBgn0261602"
"2230","FBgn0035355"
"2231","FBgn0035356"
"2232","FBgn0011828"
"2233","FBgn0035357"
"2234","FBgn0250911"
"2235","FBgn0027082"
"2236","FBgn0259199"
"2237","FBgn0259200"
"2238","FBgn0035364"
"2239","FBgn0035370"
"2240","FBgn0035372"
"2241","FBgn0044452"
"2242","FBgn0035374"
"2243","FBgn0035375"
"2244","FBgn0035383"
"2245","FBgn0035384"
"2246","FBgn0052488"
"2247","FBgn0052487"
"2248","FBgn0004372"
"2249","FBgn0040308"
"2250","FBgn0052484"
"2251","FBgn0052485"
"2252","FBgn0035392"
"2253","FBgn0035397"
"2254","FBgn0035398"
"2255","FBgn0035399"
"2256","FBgn0026189"
"2257","FBgn0035400"
"2258","FBgn0035401"
"2259","FBgn0035402"
"2260","FBgn0035404"
"2261","FBgn0024194"
"2262","FBgn0052280"
"2263","FBgn0052281"
"2264","FBgn0001233"
"2265","FBgn0035415"
"2266","FBgn0047135"
"2267","FBgn0035420"
"2268","FBgn0035416"
"2269","FBgn0035421"
"2270","FBgn0035422"
"2271","FBgn0035423"
"2272","FBgn0035424"
"2273","FBgn0035425"
"2274","FBgn0035426"
"2275","FBgn0035435"
"2276","FBgn0035437"
"2277","FBgn0035438"
"2278","FBgn0035440"
"2279","FBgn0004167"
"2280","FBgn0035449"
"2281","FBgn0262535"
"2282","FBgn0052264"
"2283","FBgn0035464"
"2284","FBgn0004888"
"2285","FBgn0004875"
"2286","FBgn0013751"
"2287","FBgn0035470"
"2288","FBgn0035471"
"2289","FBgn0035473"
"2290","FBgn0004910"
"2291","FBgn0035482"
"2292","FBgn0035489"
"2293","FBgn0035491"
"2294","FBgn0042179"
"2295","FBgn0000449"
"2296","FBgn0024179"
"2297","FBgn0016013"
"2298","FBgn0004516"
"2299","FBgn0035496"
"2300","FBgn0035497"
"2301","FBgn0035498"
"2302","FBgn0028484"
"2303","FBgn0035499"
"2304","FBgn0260985"
"2305","FBgn0004574"
"2306","FBgn0003206"
"2307","FBgn0259986"
"2308","FBgn0261274"
"2309","FBgn0028664"
"2310","FBgn0001257"
"2311","FBgn0035515"
"2312","FBgn0041171"
"2313","FBgn0035519"
"2314","FBgn0035520"
"2315","FBgn0035521"
"2316","FBgn0035522"
"2317","FBgn0035524"
"2318","FBgn0015829"
"2319","FBgn0041630"
"2320","FBgn0035528"
"2321","FBgn0035532"
"2322","FBgn0035533"
"2323","FBgn0035534"
"2324","FBgn0035538"
"2325","FBgn0035540"
"2326","FBgn0052249"
"2327","FBgn0052248"
"2328","FBgn0035553"
"2329","FBgn0052243"
"2330","FBgn0035558"
"2331","FBgn0260657"
"2332","FBgn0052246"
"2333","FBgn0035567"
"2334","FBgn0035568"
"2335","FBgn0042131"
"2336","FBgn0261797"
"2337","FBgn0027085"
"2338","FBgn0035581"
"2339","FBgn0028699"
"2340","FBgn0035592"
"2341","FBgn0035590"
"2342","FBgn0035589"
"2343","FBgn0035588"
"2344","FBgn0028962"
"2345","FBgn0035586"
"2346","FBgn0010747"
"2347","FBgn0004380"
"2348","FBgn0035600"
"2349","FBgn0035601"
"2350","FBgn0260856"
"2351","FBgn0035603"
"2352","FBgn0085420"
"2353","FBgn0085371"
"2354","FBgn0035610"
"2355","FBgn0029118"
"2356","FBgn0029121"
"2357","FBgn0040239"
"2358","FBgn0035622"
"2359","FBgn0035624"
"2360","FBgn0035625"
"2361","FBgn0035626"
"2362","FBgn0035627"
"2363","FBgn0035630"
"2364","FBgn0035631"
"2365","FBgn0035632"
"2366","FBgn0040298"
"2367","FBgn0086694"
"2368","FBgn0035638"
"2369","FBgn0015806"
"2370","FBgn0035639"
"2371","FBgn0035640"
"2372","FBgn0035641"
"2373","FBgn0035642"
"2374","FBgn0035644"
"2375","FBgn0052409"
"2376","FBgn0052412"
"2377","FBgn0052413"
"2378","FBgn0035649"
"2379","FBgn0052407"
"2380","FBgn0053993"
"2381","FBgn0035656"
"2382","FBgn0052406"
"2383","FBgn0035657"
"2384","FBgn0035674"
"2385","FBgn0035675"
"2386","FBgn0035676"
"2387","FBgn0035679"
"2388","FBgn0005658"
"2389","FBgn0035688"
"2390","FBgn0035689"
"2391","FBgn0035692"
"2392","FBgn0024921"
"2393","FBgn0035693"
"2394","FBgn0002526"
"2395","FBgn0001258"
"2396","FBgn0035703"
"2397","FBgn0035704"
"2398","FBgn0052396"
"2399","FBgn0042185"
"2400","FBgn0035707"
"2401","FBgn0024177"
"2402","FBgn0004619"
"2403","FBgn0005626"
"2404","FBgn0035713"
"2405","FBgn0035714"
"2406","FBgn0035715"
"2407","FBgn0041194"
"2408","FBgn0035719"
"2409","FBgn0035720"
"2410","FBgn0035722"
"2411","FBgn0029117"
"2412","FBgn0261445"
"2413","FBgn0035726"
"2414","FBgn0045759"
"2415","FBgn0260660"
"2416","FBgn0053556"
"2417","FBgn0035741"
"2418","FBgn0023001"
"2419","FBgn0259173"
"2420","FBgn0261111"
"2421","FBgn0035753"
"2422","FBgn0024542"
"2423","FBgn0028648"
"2424","FBgn0012058"
"2425","FBgn0035754"
"2426","FBgn0035756"
"2427","FBgn0035760"
"2428","FBgn0035761"
"2429","FBgn0035766"
"2430","FBgn0011640"
"2431","FBgn0035767"
"2432","FBgn0015298"
"2433","FBgn0035770"
"2434","FBgn0035771"
"2435","FBgn0082598"
"2436","FBgn0052380"
"2437","FBgn0016983"
"2438","FBgn0014011"
"2439","FBgn0035790"
"2440","FBgn0052372"
"2441","FBgn0035799"
"2442","FBgn0053276"
"2443","FBgn0052373"
"2444","FBgn0035811"
"2445","FBgn0035815"
"2446","FBgn0035817"
"2447","FBgn0016694"
"2448","FBgn0024187"
"2449","FBgn0035827"
"2450","FBgn0010406"
"2451","FBgn0027554"
"2452","FBgn0035831"
"2453","FBgn0011817"
"2454","FBgn0262579"
"2455","FBgn0027549"
"2456","FBgn0035838"
"2457","FBgn0042112"
"2458","FBgn0029113"
"2459","FBgn0010350"
"2460","FBgn0002899"
"2461","FBgn0020392"
"2462","FBgn0035848"
"2463","FBgn0035850"
"2464","FBgn0035854"
"2465","FBgn0027569"
"2466","FBgn0015793"
"2467","FBgn0035867"
"2468","FBgn0035866"
"2469","FBgn0035872"
"2470","FBgn0035876"
"2471","FBgn0011762"
"2472","FBgn0035877"
"2473","FBgn0035878"
"2474","FBgn0035879"
"2475","FBgn0001248"
"2476","FBgn0035888"
"2477","FBgn0035890"
"2478","FBgn0035891"
"2479","FBgn0035892"
"2480","FBgn0052354"
"2481","FBgn0020224"
"2482","FBgn0086348"
"2483","FBgn0035907"
"2484","FBgn0024236"
"2485","FBgn0035909"
"2486","FBgn0035911"
"2487","FBgn0017579"
"2488","FBgn0017429"
"2489","FBgn0035916"
"2490","FBgn0000121"
"2491","FBgn0011509"
"2492","FBgn0003149"
"2493","FBgn0261259"
"2494","FBgn0035924"
"2495","FBgn0011577"
"2496","FBgn0052026"
"2497","FBgn0035935"
"2498","FBgn0035936"
"2499","FBgn0262573"
"2500","FBgn0011787"
"2501","FBgn0035942"
"2502","FBgn0035944"
"2503","FBgn0035945"
"2504","FBgn0086706"
"2505","FBgn0035947"
"2506","FBgn0035951"
"2507","FBgn0016070"
"2508","FBgn0035953"
"2509","FBgn0035954"
"2510","FBgn0035956"
"2511","FBgn0028789"
"2512","FBgn0035957"
"2513","FBgn0000116"
"2514","FBgn0035960"
"2515","FBgn0011206"
"2516","FBgn0035964"
"2517","FBgn0035965"
"2518","FBgn0004244"
"2519","FBgn0035969"
"2520","FBgn0035970"
"2521","FBgn0028431"
"2522","FBgn0035978"
"2523","FBgn0085484"
"2524","FBgn0035980"
"2525","FBgn0035981"
"2526","FBgn0011769"
"2527","FBgn0001229"
"2528","FBgn0001223"
"2529","FBgn0035982"
"2530","FBgn0001225"
"2531","FBgn0001227"
"2532","FBgn0001224"
"2533","FBgn0001226"
"2534","FBgn0035987"
"2535","FBgn0035989"
"2536","FBgn0035988"
"2537","FBgn0023129"
"2538","FBgn0015296"
"2539","FBgn0005533"
"2540","FBgn0260859"
"2541","FBgn0035993"
"2542","FBgn0035995"
"2543","FBgn0035998"
"2544","FBgn0036000"
"2545","FBgn0035999"
"2546","FBgn0011327"
"2547","FBgn0036004"
"2548","FBgn0036007"
"2549","FBgn0036008"
"2550","FBgn0010408"
"2551","FBgn0261555"
"2552","FBgn0002528"
"2553","FBgn0036018"
"2554","FBgn0016081"
"2555","FBgn0053696"
"2556","FBgn0036028"
"2557","FBgn0087040"
"2558","FBgn0036030"
"2559","FBgn0040475"
"2560","FBgn0036038"
"2561","FBgn0036039"
"2562","FBgn0019644"
"2563","FBgn0036043"
"2564","FBgn0015618"
"2565","FBgn0011836"
"2566","FBgn0036056"
"2567","FBgn0036057"
"2568","FBgn0036058"
"2569","FBgn0036059"
"2570","FBgn0085385"
"2571","FBgn0040823"
"2572","FBgn0052057"
"2573","FBgn0011569"
"2574","FBgn0011802"
"2575","FBgn0054001"
"2576","FBgn0001179"
"2577","FBgn0036090"
"2578","FBgn0052066"
"2579","FBgn0052068"
"2580","FBgn0010762"
"2581","FBgn0047038"
"2582","FBgn0026160"
"2583","FBgn0036104"
"2584","FBgn0036107"
"2585","FBgn0027615"
"2586","FBgn0036111"
"2587","FBgn0013469"
"2588","FBgn0052079"
"2589","FBgn0052081"
"2590","FBgn0036115"
"2591","FBgn0036116"
"2592","FBgn0036118"
"2593","FBgn0052069"
"2594","FBgn0052075"
"2595","FBgn0025355"
"2596","FBgn0010741"
"2597","FBgn0036124"
"2598","FBgn0020412"
"2599","FBgn0036125"
"2600","FBgn0261112"
"2601","FBgn0036126"
"2602","FBgn0036133"
"2603","FBgn0036135"
"2604","FBgn0036136"
"2605","FBgn0260795"
"2606","FBgn0052076"
"2607","FBgn0036141"
"2608","FBgn0036144"
"2609","FBgn0036147"
"2610","FBgn0036145"
"2611","FBgn0036146"
"2612","FBgn0064766"
"2613","FBgn0036153"
"2614","FBgn0036158"
"2615","FBgn0036162"
"2616","FBgn0028667"
"2617","FBgn0028668"
"2618","FBgn0036169"
"2619","FBgn0036170"
"2620","FBgn0259481"
"2621","FBgn0036173"
"2622","FBgn0036180"
"2623","FBgn0036181"
"2624","FBgn0036184"
"2625","FBgn0042138"
"2626","FBgn0036187"
"2627","FBgn0036188"
"2628","FBgn0015828"
"2629","FBgn0036194"
"2630","FBgn0036195"
"2631","FBgn0036196"
"2632","FBgn0261353"
"2633","FBgn0052087"
"2634","FBgn0036204"
"2635","FBgn0015278"
"2636","FBgn0036208"
"2637","FBgn0259140"
"2638","FBgn0036210"
"2639","FBgn0036211"
"2640","FBgn0036213"
"2641","FBgn0036221"
"2642","FBgn0036222"
"2643","FBgn0036224"
"2644","FBgn0053265"
"2645","FBgn0036239"
"2646","FBgn0041096"
"2647","FBgn0022959"
"2648","FBgn0036254"
"2649","FBgn0036255"
"2650","FBgn0011455"
"2651","FBgn0036257"
"2652","FBgn0036258"
"2653","FBgn0013997"
"2654","FBgn0052099"
"2655","FBgn0036262"
"2656","FBgn0022709"
"2657","FBgn0036272"
"2658","FBgn0036273"
"2659","FBgn0036274"
"2660","FBgn0052105"
"2661","FBgn0036277"
"2662","FBgn0036279"
"2663","FBgn0052104"
"2664","FBgn0036282"
"2665","FBgn0052103"
"2666","FBgn0020655"
"2667","FBgn0036285"
"2668","FBgn0000625"
"2669","FBgn0036291"
"2670","FBgn0036292"
"2671","FBgn0041775"
"2672","FBgn0004926"
"2673","FBgn0036298"
"2674","FBgn0036300"
"2675","FBgn0014343"
"2676","FBgn0261933"
"2677","FBgn0052112"
"2678","FBgn0052113"
"2679","FBgn0036309"
"2680","FBgn0036311"
"2681","FBgn0260945"
"2682","FBgn0036314"
"2683","FBgn0052110"
"2684","FBgn0036318"
"2685","FBgn0036319"
"2686","FBgn0036327"
"2687","FBgn0036328"
"2688","FBgn0036334"
"2689","FBgn0036335"
"2690","FBgn0036336"
"2691","FBgn0036337"
"2692","FBgn0260441"
"2693","FBgn0011284"
"2694","FBgn0086916"
"2695","FBgn0002573"
"2696","FBgn0036356"
"2697","FBgn0260049"
"2698","FBgn0036359"
"2699","FBgn0036372"
"2700","FBgn0086785"
"2701","FBgn0262350"
"2702","FBgn0043550"
"2703","FBgn0036381"
"2704","FBgn0026376"
"2705","FBgn0036386"
"2706","FBgn0001108"
"2707","FBgn0001216"
"2708","FBgn0036397"
"2709","FBgn0036398"
"2710","FBgn0061515"
"2711","FBgn0036402"
"2712","FBgn0036403"
"2713","FBgn0026418"
"2714","FBgn0013563"
"2715","FBgn0036411"
"2716","FBgn0000411"
"2717","FBgn0036414"
"2718","FBgn0013718"
"2719","FBgn0026409"
"2720","FBgn0036428"
"2721","FBgn0054039"
"2722","FBgn0040318"
"2723","FBgn0003388"
"2724","FBgn0027375"
"2725","FBgn0041604"
"2726","FBgn0036440"
"2727","FBgn0036442"
"2728","FBgn0053260"
"2729","FBgn0036448"
"2730","FBgn0036449"
"2731","FBgn0036450"
"2732","FBgn0029148"
"2733","FBgn0036454"
"2734","FBgn0259099"
"2735","FBgn0036460"
"2736","FBgn0002778"
"2737","FBgn0036461"
"2738","FBgn0036462"
"2739","FBgn0023174"
"2740","FBgn0261090"
"2741","FBgn0036465"
"2742","FBgn0025776"
"2743","FBgn0086690"
"2744","FBgn0027088"
"2745","FBgn0052847"
"2746","FBgn0014002"
"2747","FBgn0036484"
"2748","FBgn0036485"
"2749","FBgn0036486"
"2750","FBgn0036487"
"2751","FBgn0036488"
"2752","FBgn0036490"
"2753","FBgn0036496"
"2754","FBgn0036497"
"2755","FBgn0036499"
"2756","FBgn0036500"
"2757","FBgn0036501"
"2758","FBgn0026738"
"2759","FBgn0000565"
"2760","FBgn0036505"
"2761","FBgn0036509"
"2762","FBgn0036510"
"2763","FBgn0036511"
"2764","FBgn0261109"
"2765","FBgn0036514"
"2766","FBgn0036516"
"2767","FBgn0036518"
"2768","FBgn0036519"
"2769","FBgn0036531"
"2770","FBgn0261722"
"2771","FBgn0036534"
"2772","FBgn0040230"
"2773","FBgn0036537"
"2774","FBgn0036538"
"2775","FBgn0036544"
"2776","FBgn0036548"
"2777","FBgn0000212"
"2778","FBgn0000115"
"2779","FBgn0012066"
"2780","FBgn0036557"
"2781","FBgn0036558"
"2782","FBgn0260635"
"2783","FBgn0005536"
"2784","FBgn0036566"
"2785","FBgn0036568"
"2786","FBgn0036569"
"2787","FBgn0036570"
"2788","FBgn0010280"
"2789","FBgn0036571"
"2790","FBgn0003076"
"2791","FBgn0011016"
"2792","FBgn0036573"
"2793","FBgn0036574"
"2794","FBgn0036575"
"2795","FBgn0036578"
"2796","FBgn0036579"
"2797","FBgn0036581"
"2798","FBgn0036580"
"2799","FBgn0085275"
"2800","FBgn0053061"
"2801","FBgn0036612"
"2802","FBgn0260460"
"2803","FBgn0036614"
"2804","FBgn0036615"
"2805","FBgn0036616"
"2806","FBgn0036621"
"2807","FBgn0014163"
"2808","FBgn0028399"
"2809","FBgn0036629"
"2810","FBgn0027080"
"2811","FBgn0053158"
"2812","FBgn0260388"
"2813","FBgn0003515"
"2814","FBgn0036640"
"2815","FBgn0036641"
"2816","FBgn0028693"
"2817","FBgn0250814"
"2818","FBgn0002283"
"2819","FBgn0036648"
"2820","FBgn0002284"
"2821","FBgn0004465"
"2822","FBgn0017572"
"2823","FBgn0260960"
"2824","FBgn0040512"
"2825","FBgn0063485"
"2826","FBgn0000414"
"2827","FBgn0004556"
"2828","FBgn0036662"
"2829","FBgn0025582"
"2830","FBgn0036663"
"2831","FBgn0021768"
"2832","FBgn0036666"
"2833","FBgn0036667"
"2834","FBgn0036668"
"2835","FBgn0003410"
"2836","FBgn0259794"
"2837","FBgn0036670"
"2838","FBgn0036671"
"2839","FBgn0036680"
"2840","FBgn0010352"
"2841","FBgn0036684"
"2842","FBgn0036685"
"2843","FBgn0036686"
"2844","FBgn0036688"
"2845","FBgn0036689"
"2846","FBgn0036691"
"2847","FBgn0261872"
"2848","FBgn0036695"
"2849","FBgn0036696"
"2850","FBgn0010424"
"2851","FBgn0036697"
"2852","FBgn0036698"
"2853","FBgn0260943"
"2854","FBgn0036702"
"2855","FBgn0036706"
"2856","FBgn0036710"
"2857","FBgn0015550"
"2858","FBgn0036715"
"2859","FBgn0027660"
"2860","FBgn0086475"
"2861","FBgn0040793"
"2862","FBgn0053051"
"2863","FBgn0052174"
"2864","FBgn0042641"
"2865","FBgn0036725"
"2866","FBgn0036727"
"2867","FBgn0036732"
"2868","FBgn0036733"
"2869","FBgn0036734"
"2870","FBgn0259174"
"2871","FBgn0025455"
"2872","FBgn0000567"
"2873","FBgn0036740"
"2874","FBgn0036745"
"2875","FBgn0036747"
"2876","FBgn0261998"
"2877","FBgn0052190"
"2878","FBgn0036754"
"2879","FBgn0052191"
"2880","FBgn0036756"
"2881","FBgn0036759"
"2882","FBgn0036760"
"2883","FBgn0036761"
"2884","FBgn0036762"
"2885","FBgn0036763"
"2886","FBgn0036765"
"2887","FBgn0036768"
"2888","FBgn0036770"
"2889","FBgn0036772"
"2890","FBgn0000568"
"2891","FBgn0036774"
"2892","FBgn0036784"
"2893","FBgn0052196"
"2894","FBgn0036787"
"2895","FBgn0036805"
"2896","FBgn0036806"
"2897","FBgn0036809"
"2898","FBgn0036811"
"2899","FBgn0036813"
"2900","FBgn0001078"
"2901","FBgn0000261"
"2902","FBgn0036816"
"2903","FBgn0036819"
"2904","FBgn0036820"
"2905","FBgn0025807"
"2906","FBgn0014075"
"2907","FBgn0036821"
"2908","FBgn0036824"
"2909","FBgn0036825"
"2910","FBgn0036827"
"2911","FBgn0027057"
"2912","FBgn0036828"
"2913","FBgn0036830"
"2914","FBgn0036834"
"2915","FBgn0036836"
"2916","FBgn0036837"
"2917","FBgn0036838"
"2918","FBgn0036842"
"2919","FBgn0036843"
"2920","FBgn0036844"
"2921","FBgn0036847"
"2922","FBgn0036848"
"2923","FBgn0036850"
"2924","FBgn0036853"
"2925","FBgn0040075"
"2926","FBgn0026630"
"2927","FBgn0017578"
"2928","FBgn0036856"
"2929","FBgn0036862"
"2930","FBgn0028380"
"2931","FBgn0023395"
"2932","FBgn0036875"
"2933","FBgn0036876"
"2934","FBgn0036877"
"2935","FBgn0036882"
"2936","FBgn0262517"
"2937","FBgn0005386"
"2938","FBgn0260655"
"2939","FBgn0029094"
"2940","FBgn0036896"
"2941","FBgn0036897"
"2942","FBgn0022774"
"2943","FBgn0261341"
"2944","FBgn0260653"
"2945","FBgn0262516"
"2946","FBgn0261361"
"2947","FBgn0261283"
"2948","FBgn0003744"
"2949","FBgn0001324"
"2950","FBgn0020389"
"2951","FBgn0262519"
"2952","FBgn0014037"
"2953","FBgn0036915"
"2954","FBgn0036916"
"2955","FBgn0028695"
"2956","FBgn0036918"
"2957","FBgn0036919"
"2958","FBgn0036920"
"2959","FBgn0036921"
"2960","FBgn0004852"
"2961","FBgn0036926"
"2962","FBgn0036927"
"2963","FBgn0261574"
"2964","FBgn0036934"
"2965","FBgn0036939"
"2966","FBgn0005198"
"2967","FBgn0260397"
"2968","FBgn0036959"
"2969","FBgn0024814"
"2970","FBgn0004366"
"2971","FBgn0052227"
"2972","FBgn0036964"
"2973","FBgn0052226"
"2974","FBgn0003124"
"2975","FBgn0250791"
"2976","FBgn0036972"
"2977","FBgn0036973"
"2978","FBgn0036974"
"2979","FBgn0024887"
"2980","FBgn0259676"
"2981","FBgn0001247"
"2982","FBgn0027565"
"2983","FBgn0028978"
"2984","FBgn0036984"
"2985","FBgn0036985"
"2986","FBgn0036988"
"2987","FBgn0029158"
"2988","FBgn0019947"
"2989","FBgn0036990"
"2990","FBgn0036992"
"2991","FBgn0036996"
"2992","FBgn0036997"
"2993","FBgn0037000"
"2994","FBgn0037001"
"2995","FBgn0037003"
"2996","FBgn0037004"
"2997","FBgn0037005"
"2998","FBgn0037008"
"2999","FBgn0037009"
"3000","FBgn0001323"
"3001","FBgn0001320"
"3002","FBgn0037018"
"3003","FBgn0016696"
"3004","FBgn0037020"
"3005","FBgn0037022"
"3006","FBgn0037026"
"3007","FBgn0259243"
"3008","FBgn0027055"
"3009","FBgn0003415"
"3010","FBgn0028402"
"3011","FBgn0020294"
"3012","FBgn0037050"
"3013","FBgn0021760"
"3014","FBgn0041607"
"3015","FBgn0041100"
"3016","FBgn0037057"
"3017","FBgn0037061"
"3018","FBgn0028427"
"3019","FBgn0027945"
"3020","FBgn0086913"
"3021","FBgn0037073"
"3022","FBgn0037074"
"3023","FBgn0037081"
"3024","FBgn0002842"
"3025","FBgn0086377"
"3026","FBgn0037087"
"3027","FBgn0015239"
"3028","FBgn0053214"
"3029","FBgn0037092"
"3030","FBgn0026371"
"3031","FBgn0037093"
"3032","FBgn0037094"
"3033","FBgn0052442"
"3034","FBgn0029152"
"3035","FBgn0015283"
"3036","FBgn0028663"
"3037","FBgn0037100"
"3038","FBgn0037102"
"3039","FBgn0052438"
"3040","FBgn0052441"
"3041","FBgn0261953"
"3042","FBgn0037108"
"3043","FBgn0043783"
"3044","FBgn0052445"
"3045","FBgn0037116"
"3046","FBgn0037120"
"3047","FBgn0037121"
"3048","FBgn0000560"
"3049","FBgn0022936"
"3050","FBgn0037138"
"3051","FBgn0037140"
"3052","FBgn0037141"
"3053","FBgn0037143"
"3054","FBgn0037144"
"3055","FBgn0029091"
"3056","FBgn0037146"
"3057","FBgn0004514"
"3058","FBgn0027532"
"3059","FBgn0037150"
"3060","FBgn0037151"
"3061","FBgn0000100"
"3062","FBgn0028500"
"3063","FBgn0015075"
"3064","FBgn0037156"
"3065","FBgn0011771"
"3066","FBgn0027086"
"3067","FBgn0004449"
"3068","FBgn0037163"
"3069","FBgn0037164"
"3070","FBgn0037166"
"3071","FBgn0037167"
"3072","FBgn0037172"
"3073","FBgn0037182"
"3074","FBgn0037186"
"3075","FBgn0260481"
"3076","FBgn0052451"
"3077","FBgn0037199"
"3078","FBgn0010348"
"3079","FBgn0037202"
"3080","FBgn0052461"
"3081","FBgn0262509"
"3082","FBgn0024733"
"3083","FBgn0000258"
"3084","FBgn0052350"
"3085","FBgn0037212"
"3086","FBgn0039977"
"3087","FBgn0040056"
"3088","FBgn0058470"
"3089","FBgn0058045"
"3090","FBgn0011288"
"3091","FBgn0259697"
"3092","FBgn0040045"
"3093","FBgn0044510"
"3094","FBgn0028993"
"3095","FBgn0040022"
"3096","FBgn0040020"
"3097","FBgn0260008"
"3098","FBgn0058178"
"3099","FBgn0058160"
"3100","FBgn0063670"
"3101","FBgn0260987"
"3102","FBgn0028697"
"3103","FBgn0024804"
"3104","FBgn0037213"
"3105","FBgn0037215"
"3106","FBgn0261436"
"3107","FBgn0037220"
"3108","FBgn0015331"
"3109","FBgn0010225"
"3110","FBgn0250821"
"3111","FBgn0041605"
"3112","FBgn0037231"
"3113","FBgn0037232"
"3114","FBgn0261086"
"3115","FBgn0037236"
"3116","FBgn0037239"
"3117","FBgn0037240"
"3118","FBgn0037241"
"3119","FBgn0037242"
"3120","FBgn0086605"
"3121","FBgn0052944"
"3122","FBgn0051528"
"3123","FBgn0037250"
"3124","FBgn0037252"
"3125","FBgn0037255"
"3126","FBgn0087012"
"3127","FBgn0037262"
"3128","FBgn0037263"
"3129","FBgn0087013"
"3130","FBgn0037265"
"3131","FBgn0051534"
"3132","FBgn0037270"
"3133","FBgn0037275"
"3134","FBgn0037276"
"3135","FBgn0026417"
"3136","FBgn0037279"
"3137","FBgn0037280"
"3138","FBgn0004913"
"3139","FBgn0051536"
"3140","FBgn0004436"
"3141","FBgn0010313"
"3142","FBgn0037293"
"3143","FBgn0037295"
"3144","FBgn0259212"
"3145","FBgn0037296"
"3146","FBgn0037297"
"3147","FBgn0037298"
"3148","FBgn0037299"
"3149","FBgn0040208"
"3150","FBgn0037301"
"3151","FBgn0037305"
"3152","FBgn0086689"
"3153","FBgn0037307"
"3154","FBgn0037310"
"3155","FBgn0037312"
"3156","FBgn0037313"
"3157","FBgn0250746"
"3158","FBgn0037315"
"3159","FBgn0003275"
"3160","FBgn0041707"
"3161","FBgn0001311"
"3162","FBgn0037325"
"3163","FBgn0037327"
"3164","FBgn0037328"
"3165","FBgn0037329"
"3166","FBgn0011715"
"3167","FBgn0025825"
"3168","FBgn0037332"
"3169","FBgn0015402"
"3170","FBgn0051547"
"3171","FBgn0010399"
"3172","FBgn0010051"
"3173","FBgn0014342"
"3174","FBgn0086768"
"3175","FBgn0037339"
"3176","FBgn0037342"
"3177","FBgn0041191"
"3178","FBgn0023023"
"3179","FBgn0014366"
"3180","FBgn0015324"
"3181","FBgn0037347"
"3182","FBgn0261004"
"3183","FBgn0017550"
"3184","FBgn0019637"
"3185","FBgn0037351"
"3186","FBgn0051549"
"3187","FBgn0037354"
"3188","FBgn0051546"
"3189","FBgn0051548"
"3190","FBgn0027951"
"3191","FBgn0262125"
"3192","FBgn0010772"
"3193","FBgn0037363"
"3194","FBgn0037364"
"3195","FBgn0037368"
"3196","FBgn0037369"
"3197","FBgn0037371"
"3198","FBgn0027497"
"3199","FBgn0037372"
"3200","FBgn0262603"
"3201","FBgn0027608"
"3202","FBgn0037374"
"3203","FBgn0037375"
"3204","FBgn0037376"
"3205","FBgn0028690"
"3206","FBgn0037377"
"3207","FBgn0037380"
"3208","FBgn0261561"
"3209","FBgn0037382"
"3210","FBgn0037383"
"3211","FBgn0037384"
"3212","FBgn0029088"
"3213","FBgn0028436"
"3214","FBgn0037391"
"3215","FBgn0003261"
"3216","FBgn0037395"
"3217","FBgn0037402"
"3218","FBgn0051559"
"3219","FBgn0037405"
"3220","FBgn0037408"
"3221","FBgn0261789"
"3222","FBgn0037435"
"3223","FBgn0037436"
"3224","FBgn0014001"
"3225","FBgn0261641"
"3226","FBgn0037440"
"3227","FBgn0010282"
"3228","FBgn0037442"
"3229","FBgn0037443"
"3230","FBgn0261972"
"3231","FBgn0053202"
"3232","FBgn0010355"
"3233","FBgn0026566"
"3234","FBgn0024912"
"3235","FBgn0002522"
"3236","FBgn0051481"
"3237","FBgn0004054"
"3238","FBgn0004053"
"3239","FBgn0000439"
"3240","FBgn0037465"
"3241","FBgn0037466"
"3242","FBgn0037467"
"3243","FBgn0037469"
"3244","FBgn0261238"
"3245","FBgn0037475"
"3246","FBgn0037478"
"3247","FBgn0002306"
"3248","FBgn0037482"
"3249","FBgn0086372"
"3250","FBgn0037489"
"3251","FBgn0037490"
"3252","FBgn0037491"
"3253","FBgn0028400"
"3254","FBgn0037498"
"3255","FBgn0051496"
"3256","FBgn0051501"
"3257","FBgn0037504"
"3258","FBgn0037506"
"3259","FBgn0017456"
"3260","FBgn0037512"
"3261","FBgn0037513"
"3262","FBgn0042104"
"3263","FBgn0042102"
"3264","FBgn0042105"
"3265","FBgn0042103"
"3266","FBgn0037517"
"3267","FBgn0037518"
"3268","FBgn0042101"
"3269","FBgn0037519"
"3270","FBgn0037520"
"3271","FBgn0037521"
"3272","FBgn0037526"
"3273","FBgn0037529"
"3274","FBgn0260005"
"3275","FBgn0037530"
"3276","FBgn0004901"
"3277","FBgn0024909"
"3278","FBgn0014930"
"3279","FBgn0037531"
"3280","FBgn0002542"
"3281","FBgn0037533"
"3282","FBgn0037536"
"3283","FBgn0037537"
"3284","FBgn0037540"
"3285","FBgn0037541"
"3286","FBgn0037543"
"3287","FBgn0037544"
"3288","FBgn0010812"
"3289","FBgn0037546"
"3290","FBgn0037549"
"3291","FBgn0037550"
"3292","FBgn0037551"
"3293","FBgn0037552"
"3294","FBgn0037553"
"3295","FBgn0064126"
"3296","FBgn0010173"
"3297","FBgn0014861"
"3298","FBgn0037561"
"3299","FBgn0010433"
